size_bhk,total_sqft,bath,balcony,furnishing,building_age,distance_to_major_office_km,gym_nearby,park_nearby,swimming_pool,food_delivery,has_ac,has_refrigerator,has_washing_machine,dist_to_metro_km,nearby_hospitals,commute_time_peak_mins,two_wheeler_parking,four_wheeler_parking,rent_price_inr_per_month,location_premium_index,availability_score,has_metro,has_2_wheeler_parking,has_4_wheeler_parking,area_type_Carpet Area,area_type_Super Built Up Area,property_type_Builder Floor,property_type_Independent House,facing_North,facing_North East,facing_South,facing_South East,facing_West,water_source_Borewell + Tanker,water_source_Cauvery,water_source_Cauvery + Borewell,water_source_Tanker,dietary_preference_Veg Only,zone_East,zone_North,zone_South,zone_West
4,2888.0,5,1,1,0,6.5,1,1,1,1,0,0,1,1.2,4,33,1,1,125645.625,33,2,1,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
3,2130.0,4,3,0,0,10.5,0,1,0,1,0,0,0,0.3,3,47,2,1,68364.0,21,2,1,1,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
2,1502.0,2,0,2,0,11.5,1,1,1,1,1,1,1,4.0,4,67,1,1,54755.0,31,2,1,0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
2,1138.0,2,0,1,0,7.2,0,1,0,1,0,0,0,0.4,10,39,3,0,53657.0,33,2,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
4,2968.0,4,2,1,0,9.9,0,1,0,1,0,0,0,0.8,2,54,1,1,117688.0,31,2,1,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2,1008.0,3,2,2,0,14.5,1,1,1,1,1,1,1,0.2,9,68,2,1,70619.0,33,2,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4,2664.0,4,2,1,0,10.1,0,1,0,1,0,0,1,1.5,4,54,3,0,94745.0,31,2,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
3,2394.0,3,1,1,0,4.8,0,0,0,1,0,1,1,10.0,2,31,1,1,52978.0,21,2,1,0,0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
1,681.0,2,2,1,0,13.4,0,1,0,0,0,0,0,15.0,4,66,1,1,7425.0,31,2,0,0,0,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2,1582.0,2,3,0,0,9.7,0,1,0,1,0,0,0,1.5,3,48,2,1,45507.0,31,2,1,1,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
1,722.0,1,3,0,0,12.6,1,0,0,1,0,0,0,1.2,10,58,1,0,30712.0,33,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
3,2028.0,3,0,0,0,13.4,0,1,0,1,0,0,0,0.5,4,60,2,1,68115.0,21,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
4,2824.0,5,1,0,0,11.7,1,0,0,1,0,0,0,0.8,3,60,1,1,94067.0,31,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
3,1572.0,3,3,1,0,12.5,0,1,0,1,0,0,0,15.0,4,56,1,1,18607.0,31,2,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,634.0,1,1,0,0,0.7,0,1,0,1,0,0,0,20.0,1,14,1,0,7863.0,31,2,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3,1614.0,3,0,2,0,11.2,1,1,1,1,0,1,1,1.2,7,50,1,1,75821.0,33,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1448.0,2,2,1,0,2.4,1,0,0,1,0,0,0,0.8,1,14,1,1,45890.0,31,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1388.0,2,0,1,0,3.7,1,1,1,1,0,0,0,3.0,5,34,1,1,37913.0,31,2,1,0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
3,2091.0,4,0,1,0,7.9,0,0,0,1,0,0,0,0.3,1,44,3,1,71652.0,21,2,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,755.0,1,0,1,0,14.3,0,0,0,1,1,0,1,1.0,4,67,1,0,24675.0,31,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1372.0,2,0,0,0,13.5,0,1,0,1,0,0,0,20.0,1,79,1,1,16646.0,31,2,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1194.0,2,0,2,0,0.6,0,0,0,1,1,1,1,0.4,4,7,3,1,65080.0,31,2,1,0,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1,565.0,2,2,2,0,4.8,0,0,0,1,1,1,1,25.0,5,32,2,0,12375.0,21,2,0,1,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
2,1296.0,2,1,0,0,7.5,0,0,0,1,0,0,0,0.4,5,44,3,1,47146.0,31,2,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
2,1024.0,2,0,1,0,7.1,1,1,1,1,0,0,0,0.5,10,42,1,1,51916.0,33,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
3,1941.0,3,0,1,0,13.7,0,0,1,1,0,1,1,0.4,2,69,2,1,70065.0,21,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
3,1797.0,4,1,0,0,9.0,1,1,0,1,0,0,0,0.4,2,45,1,1,74195.0,31,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
4,2104.0,4,2,1,0,5.6,1,1,0,1,0,0,0,0.2,4,30,2,1,125141.0,33,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2,1574.0,2,0,1,0,13.7,0,1,0,1,1,1,0,0.4,1,64,2,1,60864.0,21,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
2,1098.0,3,0,1,0,0.8,0,0,1,1,1,0,0,1.5,2,23,1,1,32423.0,31,2,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
1,616.0,1,3,1,0,5.7,0,1,0,1,0,0,0,0.3,1,35,1,1,18595.0,21,2,1,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2,1030.0,2,1,1,0,13.2,0,1,0,1,0,0,0,10.0,5,59,1,1,21621.0,21,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2,1086.0,2,2,2,0,7.2,0,1,0,1,1,1,1,0.3,5,41,1,1,42398.0,21,2,1,0,0,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
4,2728.0,5,1,2,0,14.4,0,1,0,1,1,1,1,1.5,3,64,1,1,89638.0,31,2,1,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3,1704.0,3,2,1,0,11.0,1,0,0,1,1,0,0,0.5,1,49,1,1,51031.0,31,2,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
4,3112.5,5,3,1,0,2.5,1,1,0,1,0,0,0,0.4,5,17,1,1,121227.0,31,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
4,2080.0,5,3,1,0,10.7,1,1,0,1,1,1,0,1.5,1,55,2,1,67627.0,31,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
1,693.0,1,0,2,0,2.9,0,0,0,1,1,1,1,25.0,4,17,2,0,13123.0,21,2,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
3,1680.0,3,3,1,0,1.3,0,1,0,0,0,0,0,20.0,2,23,1,1,24433.0,31,2,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
1,645.0,1,1,2,0,11.0,0,0,0,1,1,1,1,15.0,2,54,2,0,9117.0,31,2,0,1,0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3,2274.0,3,1,2,0,8.1,0,0,0,1,0,1,1,0.4,4,42,1,1,115761.0,21,2,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
2,1588.0,3,1,2,0,8.1,0,1,0,1,1,0,1,10.0,5,45,1,1,42063.0,21,2,1,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,799.0,2,3,2,0,4.2,0,1,0,1,1,1,1,1.0,7,35,3,1,39581.0,33,2,1,0,0,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False
2,1164.0,3,3,1,0,6.8,0,1,0,1,0,1,1,0.5,5,33,2,0,45561.0,21,2,1,1,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
3,1938.0,3,0,1,0,5.7,0,1,0,1,0,0,0,20.0,1,52,1,0,25007.0,31,2,0,0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2,1204.0,2,0,2,0,7.8,0,1,0,1,1,1,0,10.0,4,44,1,1,31313.0,21,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
3,2382.0,4,3,1,0,12.1,0,0,0,1,0,0,0,0.5,2,59,2,1,57739.0,31,2,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1408.0,2,2,1,0,11.2,0,0,0,1,0,1,0,0.5,4,52,3,0,52918.0,21,2,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,554.0,2,0,1,0,7.6,0,0,0,1,0,0,1,0.3,3,43,2,1,23579.0,21,2,1,1,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
4,2064.0,4,3,0,0,2.0,1,1,1,1,0,0,0,1.5,5,18,2,1,51985.0,31,2,1,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
4,2700.0,4,3,1,0,8.6,1,1,1,1,0,0,0,1.5,2,45,1,1,74485.0,31,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,755.0,2,2,2,0,11.3,1,1,0,1,1,1,1,0.5,7,54,2,0,43550.0,33,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1358.0,2,1,1,0,9.4,0,1,0,1,0,0,0,0.5,7,49,3,0,68165.0,33,2,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1072.0,3,2,1,0,2.3,0,0,0,1,0,1,0,20.0,1,26,2,1,14773.0,31,2,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,552.0,2,3,1,0,6.9,1,1,0,1,0,1,0,0.4,3,34,1,0,25570.0,31,2,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2,1332.0,2,3,1,0,9.8,0,1,0,1,0,0,1,3.0,5,66,2,1,39193.0,31,2,1,1,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2,1158.0,2,0,0,0,14.2,0,1,0,1,0,0,0,0.3,4,68,2,0,38160.0,21,2,1,1,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2,1420.0,2,3,1,0,9.9,1,1,1,1,0,0,0,0.3,3,52,2,1,43355.0,21,2,1,1,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,733.0,1,2,0,0,10.9,1,1,0,1,0,0,0,4.0,2,53,1,0,23618.0,31,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1510.0,2,3,0,0,13.5,1,1,1,1,0,0,0,1.5,2,72,2,1,52401.0,31,2,1,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,2178.0,4,0,0,0,2.8,0,1,0,1,0,0,0,10.0,3,16,3,0,48579.0,21,2,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2,1114.0,3,3,1,0,4.1,0,1,1,1,0,0,0,3.0,1,41,1,1,31204.0,31,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1156.0,2,0,2,0,10.7,1,1,1,1,1,1,1,2.5,7,55,2,1,63386.0,33,2,1,1,0,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
2,1330.0,2,2,1,0,13.3,0,1,0,1,1,0,0,0.8,2,67,2,0,46170.0,31,2,1,1,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
3,2346.0,4,2,0,0,13.2,0,1,0,1,0,0,0,0.4,2,60,1,1,85868.0,21,2,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2,1262.0,3,1,2,0,12.0,0,1,0,1,1,1,1,1.5,3,53,2,1,42778.0,31,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
4,3060.0,5,1,1,0,2.9,1,0,1,1,0,0,0,1.2,4,18,2,1,125645.625,33,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
2,1360.0,2,2,1,0,14.4,0,1,0,1,0,0,1,20.0,3,81,2,0,18819.0,31,2,0,1,0,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False
4,2616.0,5,1,1,0,4.3,1,1,1,1,0,0,0,0.2,5,31,1,1,125645.625,33,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1222.0,2,2,2,0,6.5,0,0,0,1,0,0,1,10.0,4,32,1,1,39070.0,21,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
2,1312.0,2,2,1,0,2.6,1,1,0,1,0,0,0,15.0,4,20,1,1,15836.0,31,2,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
2,1408.0,2,1,1,0,2.1,0,1,0,1,0,0,0,10.0,1,19,2,1,33613.0,21,2,1,1,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
3,1968.0,4,2,1,0,11.2,0,1,0,1,0,0,0,20.0,1,61,3,0,26808.0,31,2,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2,1482.0,3,1,1,0,4.2,1,1,0,1,0,0,1,1.0,4,27,2,1,55349.0,33,2,1,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,1008.0,3,2,1,0,7.5,0,1,0,1,1,0,1,2.5,6,44,3,0,55886.0,33,2,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,771.0,1,3,1,0,13.2,1,1,0,1,1,0,1,0.5,6,57,2,0,37116.0,33,2,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,695.0,1,1,1,0,2.5,1,1,0,1,0,0,0,0.2,10,23,1,0,41752.0,33,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1570.0,2,0,0,0,4.9,0,0,0,1,0,0,0,0.8,4,34,3,1,45630.0,31,2,1,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2,1580.0,2,1,0,0,7.4,0,0,0,1,0,0,0,20.0,4,44,1,1,20285.0,31,2,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2,1206.0,2,0,1,0,11.2,0,1,0,1,1,1,0,3.0,5,55,3,1,34621.0,21,2,1,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2,1038.0,2,3,2,0,4.7,0,0,0,1,0,1,1,0.4,2,29,2,1,42845.0,21,2,1,1,0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4,2948.0,4,3,0,0,13.5,1,1,1,1,0,0,0,0.4,5,62,2,1,99516.0,21,2,1,1,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3,1689.0,4,3,1,0,13.1,1,0,1,1,1,0,0,0.4,5,59,1,1,81089.0,33,2,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1120.0,2,1,0,0,13.3,0,1,0,1,0,0,0,4.0,5,70,1,1,31177.0,31,2,1,0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,1926.0,3,1,1,0,2.8,0,0,0,1,0,1,0,0.5,2,20,1,1,78051.0,21,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
1,653.0,1,3,0,0,8.1,0,1,0,1,0,0,0,2.5,6,45,1,0,28989.0,33,2,1,0,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2,1294.0,2,2,1,0,2.2,1,1,1,1,0,0,0,1.2,4,20,1,1,55373.0,33,2,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,679.0,1,1,1,0,9.4,1,1,0,1,0,0,0,3.0,5,42,1,0,18100.0,21,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3,1707.0,3,3,1,0,8.9,0,0,0,1,0,0,0,1.5,2,45,2,0,57297.0,31,2,1,1,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2,1168.0,2,3,1,0,2.1,0,1,0,1,0,1,0,15.0,2,13,1,1,13379.0,31,2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4,2312.0,5,3,1,0,13.1,1,1,1,1,1,0,0,1.5,5,62,2,1,75565.0,31,2,1,1,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,659.0,1,1,1,0,2.0,0,1,0,1,0,0,1,4.0,5,35,2,0,20397.0,31,2,1,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,1174.0,3,2,0,0,13.4,1,1,1,1,0,0,0,4.0,5,83,2,1,39904.0,31,2,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3,2319.0,4,3,2,0,13.5,1,1,1,1,1,1,1,0.4,10,63,2,1,119286.0,33,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1030.0,3,0,0,0,8.6,1,0,1,1,0,0,0,1.5,3,46,2,1,31827.0,31,2,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1560.0,3,3,2,0,12.6,0,0,0,1,1,1,1,0.5,5,56,2,1,63762.0,21,2,1,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
4,2140.0,4,3,0,0,11.5,0,0,0,1,0,0,0,4.0,1,60,2,1,66425.0,31,2,1,1,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2,1310.0,2,3,1,0,10.7,0,0,0,1,1,0,1,1.5,1,63,1,1,39279.0,31,2,1,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2,1390.0,2,3,1,0,0.7,0,0,0,1,0,0,1,15.0,2,17,1,0,15269.0,31,2,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2,1424.0,2,3,1,0,6.5,1,1,1,1,0,1,0,0.2,6,39,2,1,82132.0,33,2,1,1,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2,1594.0,2,0,2,0,10.1,0,1,0,1,1,1,1,0.4,9,55,1,1,86233.0,33,2,1,0,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2,1480.0,2,2,1,0,9.6,0,1,0,1,1,0,0,1.0,1,52,1,0,42083.0,31,2,1,0,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1128.0,2,2,1,0,5.9,0,0,0,1,0,1,0,4.0,4,38,2,0,42938.0,31,2,1,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,1156.0,2,3,1,0,2.9,0,1,0,1,1,0,0,0.2,4,22,2,1,80379.0,33,2,1,1,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2226.0,4,3,1,0,14.4,0,0,0,1,0,0,1,3.0,3,80,3,1,59789.0,31,2,1,0,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
2,1246.0,2,1,2,0,3.7,0,1,0,1,0,0,1,25.0,3,23,2,0,29504.0,21,2,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False
4,2248.0,4,0,1,0,13.9,0,0,0,1,0,0,0,0.4,4,64,2,1,97874.0,31,2,1,1,0,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2,1060.0,3,2,2,0,2.0,1,1,0,1,1,1,1,10.0,3,14,1,1,27756.0,21,2,1,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1,500.0,1,3,2,0,3.8,0,1,0,1,1,1,1,1.5,5,26,3,1,20351.0,31,2,1,0,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2,1092.0,2,2,1,0,7.6,1,1,1,1,0,0,1,4.0,3,60,2,1,37866.0,31,2,1,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
3,1866.0,3,0,1,0,7.1,1,0,1,1,0,0,1,0.5,8,43,1,1,113511.0,33,2,1,0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2,1018.0,2,0,0,0,9.4,0,0,0,1,0,0,0,0.2,7,51,1,0,67826.0,33,2,1,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1410.0,2,1,1,0,2.9,0,1,0,1,0,0,0,0.4,5,19,3,0,61450.0,31,2,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
1,749.0,2,0,1,0,7.0,0,0,0,1,0,0,0,0.8,5,36,1,0,24990.0,31,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1090.0,2,2,1,0,1.3,1,0,0,1,0,0,0,0.4,6,11,1,1,58618.0,33,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1566.0,4,2,1,0,11.0,1,1,1,1,0,0,0,0.8,2,58,2,1,61511.0,31,2,1,1,0,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
3,1998.0,4,1,1,0,9.7,1,1,0,1,0,0,0,0.5,2,47,1,1,69174.0,21,2,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
2,1112.0,2,3,1,0,6.5,0,0,0,1,0,0,0,2.5,4,39,2,0,58415.0,33,2,1,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,1878.0,4,3,1,0,6.7,0,1,0,1,0,1,0,3.0,1,37,2,0,60365.0,21,2,1,1,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
