size_bhk,total_sqft,bath,balcony,furnishing,building_age,distance_to_major_office_km,gym_nearby,park_nearby,swimming_pool,food_delivery,has_ac,has_refrigerator,has_washing_machine,dist_to_metro_km,legal_security_deposit,market_security_deposit,nearby_hospitals,commute_time_peak_mins,two_wheeler_parking,four_wheeler_parking,rent_price_inr_per_month,location_premium_index,availability_score,has_metro,has_2_wheeler_parking,has_4_wheeler_parking,area_type_Carpet Area,area_type_Super Built Up Area,property_type_Builder Floor,property_type_Independent House,facing_North,facing_North East,facing_South,facing_South East,facing_West,water_source_Borewell + Tanker,water_source_Cauvery,water_source_Cauvery + Borewell,water_source_Tanker,dietary_preference_Veg Only,zone_East,zone_North,zone_South,zone_West
2,1056.0,2,1,1,0,14.2,0,1,0,1,0,0,0,0.5,84314,337256,3,70,1,0,42157.0,21,2,1,0,0,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2,1092.0,3,1,1,0,10.7,0,1,1,1,1,1,0,0.8,82024,287084,5,49,1,1,41012.0,31,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
4,2808.0,4,2,0,0,11.9,1,0,1,1,0,0,0,0.4,221908,1109540,8,55,1,1,110954.0,33,2,1,0,0,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
1,500.0,1,3,1,0,2.9,1,1,0,1,0,0,0,0.2,66194,231679,6,17,2,0,33097.0,33,2,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1,631.0,1,0,1,0,11.5,1,1,0,1,0,0,0,0.4,55256,138140,9,54,1,0,27628.0,33,2,1,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2,1106.0,3,1,1,0,9.3,0,1,0,1,0,0,0,1.5,66120,198360,2,60,1,0,33060.0,31,2,1,0,0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
3,2328.0,4,2,1,0,0.9,1,1,1,1,0,0,0,0.3,150244,600976,1,10,2,1,75122.0,21,2,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2,1270.0,3,3,1,0,1.7,0,1,0,1,0,0,0,10.0,67656,304452,1,16,3,1,33828.0,21,2,1,0,0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
2,1548.0,2,3,1,0,14.3,1,0,0,1,0,0,0,0.4,134806,404418,2,64,1,1,67403.0,21,2,1,0,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
4,2888.0,5,1,1,0,6.5,1,1,1,1,0,0,1,1.2,302034,1359153,4,33,1,1,125645.625,33,2,1,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
3,2130.0,4,3,0,0,10.5,0,1,0,1,0,0,0,0.3,136728,478548,3,47,2,1,68364.0,21,2,1,1,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
2,1502.0,2,0,2,0,11.5,1,1,1,1,1,1,1,4.0,109510,328530,4,67,1,1,54755.0,31,2,1,0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
2,1138.0,2,0,1,0,7.2,0,1,0,1,0,0,0,0.4,107314,429256,10,39,3,0,53657.0,33,2,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
4,2968.0,4,2,1,0,9.9,0,1,0,1,0,0,0,0.8,235376,1176880,2,54,1,1,117688.0,31,2,1,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2,1008.0,3,2,2,0,14.5,1,1,1,1,1,1,1,0.2,141238,353095,9,68,2,1,70619.0,33,2,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4,2664.0,4,2,1,0,10.1,0,1,0,1,0,0,1,1.5,189490,663215,4,54,3,0,94745.0,31,2,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
3,2394.0,3,1,1,0,4.8,0,0,0,1,0,1,1,10.0,105956,317868,2,31,1,1,52978.0,21,2,1,0,0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
1,681.0,2,2,1,0,13.4,0,1,0,0,0,0,0,15.0,14850,44550,4,66,1,1,7425.0,31,2,0,0,0,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2,1582.0,2,3,0,0,9.7,0,1,0,1,0,0,0,1.5,91014,409563,3,48,2,1,45507.0,31,2,1,1,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
1,722.0,1,3,0,0,12.6,1,0,0,1,0,0,0,1.2,61424,307120,10,58,1,0,30712.0,33,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
3,2028.0,3,0,0,0,13.4,0,1,0,1,0,0,0,0.5,136230,544920,4,60,2,1,68115.0,21,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
4,2824.0,5,1,0,0,11.7,1,0,0,1,0,0,0,0.8,188134,470335,3,60,1,1,94067.0,31,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
3,1572.0,3,3,1,0,12.5,0,1,0,1,0,0,0,15.0,37214,93035,4,56,1,1,18607.0,31,2,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,634.0,1,1,0,0,0.7,0,1,0,1,0,0,0,20.0,15726,78630,1,14,1,0,7863.0,31,2,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3,1614.0,3,0,2,0,11.2,1,1,1,1,0,1,1,1.2,151642,454926,7,50,1,1,75821.0,33,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1448.0,2,2,1,0,2.4,1,0,0,1,0,0,0,0.8,91780,413010,1,14,1,1,45890.0,31,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1388.0,2,0,1,0,3.7,1,1,1,1,0,0,0,3.0,75826,379130,5,34,1,1,37913.0,31,2,1,0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
3,2091.0,4,0,1,0,7.9,0,0,0,1,0,0,0,0.3,143304,573216,1,44,3,1,71652.0,21,2,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,755.0,1,0,1,0,14.3,0,0,0,1,1,0,1,1.0,49350,197400,4,67,1,0,24675.0,31,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1372.0,2,0,0,0,13.5,0,1,0,1,0,0,0,20.0,33292,99876,1,79,1,1,16646.0,31,2,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1194.0,2,0,2,0,0.6,0,0,0,1,1,1,1,0.4,130160,585720,4,7,3,1,65080.0,31,2,1,0,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1,565.0,2,2,2,0,4.8,0,0,0,1,1,1,1,25.0,24750,111375,5,32,2,0,12375.0,21,2,0,1,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
2,1296.0,2,1,0,0,7.5,0,0,0,1,0,0,0,0.4,94292,424314,5,44,3,1,47146.0,31,2,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
2,1024.0,2,0,1,0,7.1,1,1,1,1,0,0,0,0.5,103832,467244,10,42,1,1,51916.0,33,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
3,1941.0,3,0,1,0,13.7,0,0,1,1,0,1,1,0.4,140130,630585,2,69,2,1,70065.0,21,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
3,1797.0,4,1,0,0,9.0,1,1,0,1,0,0,0,0.4,148390,741950,2,45,1,1,74195.0,31,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
4,2104.0,4,2,1,0,5.6,1,1,0,1,0,0,0,0.2,250282,875987,4,30,2,1,125141.0,33,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2,1574.0,2,0,1,0,13.7,0,1,0,1,1,1,0,0.4,121728,426048,1,64,2,1,60864.0,21,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
2,1098.0,3,0,1,0,0.8,0,0,1,1,1,0,0,1.5,64846,162115,2,23,1,1,32423.0,31,2,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
1,616.0,1,3,1,0,5.7,0,1,0,1,0,0,0,0.3,37190,92975,1,35,1,1,18595.0,21,2,1,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2,1030.0,2,1,1,0,13.2,0,1,0,1,0,0,0,10.0,43242,194589,5,59,1,1,21621.0,21,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2,1086.0,2,2,2,0,7.2,0,1,0,1,1,1,1,0.3,84796,254388,5,41,1,1,42398.0,21,2,1,0,0,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
4,2728.0,5,1,2,0,14.4,0,1,0,1,1,1,1,1.5,179276,896380,3,64,1,1,89638.0,31,2,1,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3,1704.0,3,2,1,0,11.0,1,0,0,1,1,0,0,0.5,102062,459279,1,49,1,1,51031.0,31,2,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
4,3112.5,5,3,1,0,2.5,1,1,0,1,0,0,0,0.4,242454,1091043,5,17,1,1,121227.0,31,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
4,2080.0,5,3,1,0,10.7,1,1,0,1,1,1,0,1.5,135254,473389,1,55,2,1,67627.0,31,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
1,693.0,1,0,2,0,2.9,0,0,0,1,1,1,1,25.0,26246,78738,4,17,2,0,13123.0,21,2,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
3,1680.0,3,3,1,0,1.3,0,1,0,0,0,0,0,20.0,48866,195464,2,23,1,1,24433.0,31,2,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
1,645.0,1,1,2,0,11.0,0,0,0,1,1,1,1,15.0,18234,45585,2,54,2,0,9117.0,31,2,0,1,0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3,2274.0,3,1,2,0,8.1,0,0,0,1,0,1,1,0.4,231522,926088,4,42,1,1,115761.0,21,2,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
2,1588.0,3,1,2,0,8.1,0,1,0,1,1,0,1,10.0,84126,294441,5,45,1,1,42063.0,21,2,1,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,799.0,2,3,2,0,4.2,0,1,0,1,1,1,1,1.0,79162,237486,7,35,3,1,39581.0,33,2,1,0,0,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False
2,1164.0,3,3,1,0,6.8,0,1,0,1,0,1,1,0.5,91122,455610,5,33,2,0,45561.0,21,2,1,1,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
3,1938.0,3,0,1,0,5.7,0,1,0,1,0,0,0,20.0,50014,200056,1,52,1,0,25007.0,31,2,0,0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2,1204.0,2,0,2,0,7.8,0,1,0,1,1,1,0,10.0,62626,219191,4,44,1,1,31313.0,21,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
3,2382.0,4,3,1,0,12.1,0,0,0,1,0,0,0,0.5,115478,288695,2,59,2,1,57739.0,31,2,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1408.0,2,2,1,0,11.2,0,0,0,1,0,1,0,0.5,105836,317508,4,52,3,0,52918.0,21,2,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,554.0,2,0,1,0,7.6,0,0,0,1,0,0,1,0.3,47158,117895,3,43,2,1,23579.0,21,2,1,1,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
4,2064.0,4,3,0,0,2.0,1,1,1,1,0,0,0,1.5,103970,363895,5,18,2,1,51985.0,31,2,1,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
4,2700.0,4,3,1,0,8.6,1,1,1,1,0,0,0,1.5,148970,744850,2,45,1,1,74485.0,31,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,755.0,2,2,2,0,11.3,1,1,0,1,1,1,1,0.5,87100,391950,7,54,2,0,43550.0,33,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1358.0,2,1,1,0,9.4,0,1,0,1,0,0,0,0.5,136330,477155,7,49,3,0,68165.0,33,2,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1072.0,3,2,1,0,2.3,0,0,0,1,0,1,0,20.0,29546,147730,1,26,2,1,14773.0,31,2,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,552.0,2,3,1,0,6.9,1,1,0,1,0,1,0,0.4,51140,153420,3,34,1,0,25570.0,31,2,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2,1332.0,2,3,1,0,9.8,0,1,0,1,0,0,1,3.0,78386,195965,5,66,2,1,39193.0,31,2,1,1,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2,1158.0,2,0,0,0,14.2,0,1,0,1,0,0,0,0.3,76320,343440,4,68,2,0,38160.0,21,2,1,1,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2,1420.0,2,3,1,0,9.9,1,1,1,1,0,0,0,0.3,86710,216775,3,52,2,1,43355.0,21,2,1,1,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,733.0,1,2,0,0,10.9,1,1,0,1,0,0,0,4.0,47236,118090,2,53,1,0,23618.0,31,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1510.0,2,3,0,0,13.5,1,1,1,1,0,0,0,1.5,104802,262005,2,72,2,1,52401.0,31,2,1,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,2178.0,4,0,0,0,2.8,0,1,0,1,0,0,0,10.0,97158,291474,3,16,3,0,48579.0,21,2,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2,1114.0,3,3,1,0,4.1,0,1,1,1,0,0,0,3.0,62408,218428,1,41,1,1,31204.0,31,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1156.0,2,0,2,0,10.7,1,1,1,1,1,1,1,2.5,126772,507088,7,55,2,1,63386.0,33,2,1,1,0,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
2,1330.0,2,2,1,0,13.3,0,1,0,1,1,0,0,0.8,92340,415530,2,67,2,0,46170.0,31,2,1,1,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
3,2346.0,4,2,0,0,13.2,0,1,0,1,0,0,0,0.4,171736,858680,2,60,1,1,85868.0,21,2,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2,1262.0,3,1,2,0,12.0,0,1,0,1,1,1,1,1.5,85556,427780,3,53,2,1,42778.0,31,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
4,3060.0,5,1,1,0,2.9,1,0,1,1,0,0,0,1.2,281528,1407640,4,18,2,1,125645.625,33,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
2,1360.0,2,2,1,0,14.4,0,1,0,1,0,0,1,20.0,37638,169371,3,81,2,0,18819.0,31,2,0,1,0,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False
4,2616.0,5,1,1,0,4.3,1,1,1,1,0,0,0,0.2,308084,1078294,5,31,1,1,125645.625,33,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1222.0,2,2,2,0,6.5,0,0,0,1,0,0,1,10.0,78140,351630,4,32,1,1,39070.0,21,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
2,1312.0,2,2,1,0,2.6,1,1,0,1,0,0,0,15.0,31672,158360,4,20,1,1,15836.0,31,2,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
2,1408.0,2,1,1,0,2.1,0,1,0,1,0,0,0,10.0,67226,201678,1,19,2,1,33613.0,21,2,1,1,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
3,1968.0,4,2,1,0,11.2,0,1,0,1,0,0,0,20.0,53616,134040,1,61,3,0,26808.0,31,2,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2,1482.0,3,1,1,0,4.2,1,1,0,1,0,0,1,1.0,110698,553490,4,27,2,1,55349.0,33,2,1,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,1008.0,3,2,1,0,7.5,0,1,0,1,1,0,1,2.5,111772,447088,6,44,3,0,55886.0,33,2,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,771.0,1,3,1,0,13.2,1,1,0,1,1,0,1,0.5,74232,259812,6,57,2,0,37116.0,33,2,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,695.0,1,1,1,0,2.5,1,1,0,1,0,0,0,0.2,83504,250512,10,23,1,0,41752.0,33,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1570.0,2,0,0,0,4.9,0,0,0,1,0,0,0,0.8,91260,273780,4,34,3,1,45630.0,31,2,1,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2,1580.0,2,1,0,0,7.4,0,0,0,1,0,0,0,20.0,40570,162280,4,44,1,1,20285.0,31,2,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2,1206.0,2,0,1,0,11.2,0,1,0,1,1,1,0,3.0,69242,311589,5,55,3,1,34621.0,21,2,1,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2,1038.0,2,3,2,0,4.7,0,0,0,1,0,1,1,0.4,85690,385605,2,29,2,1,42845.0,21,2,1,1,0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4,2948.0,4,3,0,0,13.5,1,1,1,1,0,0,0,0.4,199032,696612,5,62,2,1,99516.0,21,2,1,1,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3,1689.0,4,3,1,0,13.1,1,0,1,1,1,0,0,0.4,162178,567623,5,59,1,1,81089.0,33,2,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1120.0,2,1,0,0,13.3,0,1,0,1,0,0,0,4.0,62354,280593,5,70,1,1,31177.0,31,2,1,0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,1926.0,3,1,1,0,2.8,0,0,0,1,0,1,0,0.5,156102,780510,2,20,1,1,78051.0,21,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
1,653.0,1,3,0,0,8.1,0,1,0,1,0,0,0,2.5,57978,289890,6,45,1,0,28989.0,33,2,1,0,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2,1294.0,2,2,1,0,2.2,1,1,1,1,0,0,0,1.2,110746,332238,4,20,1,1,55373.0,33,2,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,679.0,1,1,1,0,9.4,1,1,0,1,0,0,0,3.0,36200,126700,5,42,1,0,18100.0,21,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3,1707.0,3,3,1,0,8.9,0,0,0,1,0,0,0,1.5,114594,286485,2,45,2,0,57297.0,31,2,1,1,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2,1168.0,2,3,1,0,2.1,0,1,0,1,0,1,0,15.0,26758,107032,2,13,1,1,13379.0,31,2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4,2312.0,5,3,1,0,13.1,1,1,1,1,1,0,0,1.5,151130,377825,5,62,2,1,75565.0,31,2,1,1,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,659.0,1,1,1,0,2.0,0,1,0,1,0,0,1,4.0,40794,142779,5,35,2,0,20397.0,31,2,1,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,1174.0,3,2,0,0,13.4,1,1,1,1,0,0,0,4.0,79808,279328,5,83,2,1,39904.0,31,2,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3,2319.0,4,3,2,0,13.5,1,1,1,1,1,1,1,0.4,238572,1192860,10,63,2,1,119286.0,33,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1030.0,3,0,0,0,8.6,1,0,1,1,0,0,0,1.5,63654,254616,3,46,2,1,31827.0,31,2,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1560.0,3,3,2,0,12.6,0,0,0,1,1,1,1,0.5,127524,318810,5,56,2,1,63762.0,21,2,1,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
4,2140.0,4,3,0,0,11.5,0,0,0,1,0,0,0,4.0,132850,398550,1,60,2,1,66425.0,31,2,1,1,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2,1310.0,2,3,1,0,10.7,0,0,0,1,1,0,1,1.5,78558,392790,1,63,1,1,39279.0,31,2,1,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2,1390.0,2,3,1,0,0.7,0,0,0,1,0,0,1,15.0,30538,122152,2,17,1,0,15269.0,31,2,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2,1424.0,2,3,1,0,6.5,1,1,1,1,0,1,0,0.2,164264,410660,6,39,2,1,82132.0,33,2,1,1,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
