listing_id,area_type,availability,location,zone,market_status,property_type,size_bhk,society,total_sqft,bath,balcony,furnishing,facing,building_age,distance_to_major_office_km,gym_nearby,park_nearby,swimming_pool,food_delivery,has_ac,has_refrigerator,has_washing_machine,water_source,nearest_metro_station,dist_to_metro_km,legal_security_deposit,market_security_deposit,nearby_hospitals,commute_time_peak_mins,two_wheeler_parking,four_wheeler_parking,pets_allowed,dietary_preference,rent_price_inr_per_month
BLR-XPND-1102,Carpet Area,19-Mar,Sarjapur Road,East,Normal,Apartment,2,Sobha,1204,2,1,Semi-Furnished,West,1-5 years,10.4,1,0,1,1,0,1,0,Borewell + Tanker,Silk Board,4.0,85276,341104,2,68,1,1,1,Any,42638
BLR-XPND-1103,Carpet Area,Ready To Move,Kanakapura Road,South,Normal,Apartment,3,Standalone,1605,3,3,Semi-Furnished,East,1-5 years,1.0,0,1,0,1,1,0,0,Cauvery + Borewell,Silk Institute,1.0,89576,268728,5,14,1,1,1,Any,44788
BLR-XPND-1104,Built-up Area,21-Mar,Hebbal,North,Normal,Builder Floor,1,Mantri,522,1,3,Semi-Furnished,North,0-1 years,7.0,0,1,0,1,0,0,0,Borewell + Tanker,Hebbal,0.3,42000,105000,2,39,2,0,0,Any,21000
BLR-XPND-1105,Carpet Area,Ready To Move,HSR Layout,South,Hot,Apartment,1,Sobha,572,1,2,Semi-Furnished,West,0-1 years,12.8,1,1,0,1,0,0,1,Cauvery,Bommanahalli,1.2,58398,175194,4,66,1,0,1,Any,29199
BLR-XPND-1106,Carpet Area,08-Mar,Rajajinagar,West,Normal,Independent House,1,Prestige,581,1,3,Semi-Furnished,South,10+ years,0.6,0,1,0,1,0,1,0,Cauvery + Borewell,Rajajinagar,0.4,42164,105410,4,10,1,1,1,Any,21082
BLR-XPND-1107,Super built-up Area,Ready To Move,Vijayanagar,West,Normal,Builder Floor,1,Brigade,666,2,0,Semi-Furnished,South-East,5-10 years,3.0,0,1,0,1,0,0,0,Cauvery + Borewell,Vijayanagar,0.3,41392,206960,5,27,3,1,1,Any,20696
BLR-XPND-1108,Built-up Area,Ready To Move,Whitefield,East,Hot,Apartment,2,Unknown,1118,3,1,Unfurnished,West,10+ years,8.5,1,1,1,1,0,0,0,Borewell + Tanker,Kadugodi,1.0,75444,264054,5,59,2,1,1,Any,37722
BLR-XPND-1109,Carpet Area,19-Apr,Koramangala,South,Hot,Apartment,3,Standalone,1512,3,1,Semi-Furnished,South-East,10+ years,4.5,1,1,0,1,0,0,0,Tanker,BTM Layout,2.5,135072,540288,4,31,2,1,1,Veg Only,67536
BLR-XPND-1110,Super built-up Area,25-Mar,Bannerghatta Road,South,Normal,Apartment,2,Sobha,1114,2,2,Semi-Furnished,South-East,10+ years,4.3,1,1,0,1,1,0,0,Cauvery,Gottigere,1.5,66046,165115,4,23,2,1,1,Any,33023
BLR-XPND-1111,Super built-up Area,05-Mar,Devanahalli,North,Cold,Builder Floor,3,Sobha,2157,4,1,Semi-Furnished,North-East,5-10 years,2.5,0,1,0,0,1,0,0,Borewell + Tanker,None,25.0,68524,205572,1,21,1,1,1,Veg Only,34262
BLR-XPND-1112,Super built-up Area,Ready To Move,Ulsoor,Central,Hot,Apartment,2,Standalone,1252,2,3,Semi-Furnished,West,10+ years,14.3,1,0,1,1,0,0,0,Tanker,Ulsoor,0.4,114240,571200,7,67,1,1,1,Any,57120
BLR-XPND-1113,Built-up Area,Ready To Move,Kanakapura Road,South,Normal,Apartment,2,Mantri,1366,2,3,Semi-Furnished,East,5-10 years,1.9,0,1,1,1,0,0,0,Cauvery,Silk Institute,1.0,69412,208236,1,19,1,1,1,Any,34706
BLR-XPND-1114,Super built-up Area,17-Mar,Indiranagar,Central,Hot,Apartment,4,Prestige,2876,5,1,Fully Furnished,East,0-1 years,10.6,1,1,1,1,1,1,1,Tanker,Indiranagar,0.5,410068,2050340,9,50,2,1,1,Any,205034
BLR-XPND-1115,Carpet Area,Ready To Move,Jayanagar,South,Normal,Independent House,2,Standalone,1134,2,3,Fully Furnished,West,1-5 years,5.8,0,1,0,1,1,0,1,Cauvery,Jayanagar,0.4,116384,349152,3,32,1,1,1,Any,58192
BLR-XPND-1116,Carpet Area,Ready To Move,MG Road,Central,Hot,Independent House,1,Prestige,788,2,1,Semi-Furnished,South,10+ years,2.3,0,1,0,1,0,0,1,Borewell,MG Road,0.2,91912,321692,10,20,2,1,0,Any,45956
BLR-XPND-1117,Built-up Area,02-May,Malleshwaram,West,Normal,Builder Floor,2,Sobha,1290,2,0,Semi-Furnished,North-East,1-5 years,6.1,0,0,0,1,0,0,1,Borewell,Mantri Square,0.5,104668,366338,4,32,2,0,1,Veg Only,52334
BLR-XPND-1118,Carpet Area,16-Feb,Yelahanka,North,Cold,Apartment,3,Unknown,2373,3,1,Unfurnished,East,1-5 years,11.6,1,0,1,1,0,0,0,Borewell + Tanker,Nagasandra,10.0,100052,450234,5,57,2,1,1,Any,50026
BLR-XPND-1119,Carpet Area,26-Feb,MG Road,Central,Hot,Apartment,2,Sobha,1316,3,1,Semi-Furnished,South-East,0-1 years,9.4,1,0,1,1,0,0,1,Borewell,MG Road,0.2,194254,971270,7,42,2,1,1,Any,97127
BLR-XPND-1120,Carpet Area,Ready To Move,Whitefield,East,Hot,Apartment,1,Prestige,570,1,1,Semi-Furnished,South-East,5-10 years,12.2,1,1,0,1,0,0,1,Borewell,Kadugodi,1.0,42848,192816,6,66,1,0,1,Any,21424
BLR-XPND-1121,Super built-up Area,Ready To Move,Bannerghatta Road,South,Normal,Apartment,2,Unknown,1368,3,1,Unfurnished,North-East,0-1 years,1.2,1,1,0,1,0,0,0,Cauvery,Gottigere,1.5,88948,266844,2,14,2,1,1,Any,44474
BLR-XPND-1122,Carpet Area,Ready To Move,Ulsoor,Central,Hot,Independent House,3,Mantri,2142,4,1,Semi-Furnished,North,5-10 years,14.3,0,1,0,1,0,0,0,Borewell + Tanker,Ulsoor,0.4,184926,462315,4,63,2,1,1,Any,92463
BLR-XPND-1123,Built-up Area,10-Mar,Indiranagar,Central,Hot,Apartment,2,Standalone,1298,2,2,Semi-Furnished,West,1-5 years,9.7,1,0,1,1,0,1,0,Borewell + Tanker,Indiranagar,0.5,134304,671520,6,43,2,1,1,Veg Only,67152
BLR-XPND-1124,Built-up Area,Ready To Move,Sarjapur Road,East,Normal,Apartment,1,Prestige,771,1,3,Fully Furnished,South-East,5-10 years,14.6,1,0,0,1,1,1,1,Tanker,Silk Board,4.0,56158,280790,4,70,1,0,1,Any,28079
BLR-XPND-1125,Built-up Area,Ready To Move,Devanahalli,North,Cold,Apartment,2,Brigade,1444,2,1,Semi-Furnished,West,5-10 years,7.3,0,1,0,1,0,0,0,Borewell,None,25.0,47822,143466,4,40,1,1,1,Any,23911
BLR-XPND-1126,Super built-up Area,07-May,Kanakapura Road,South,Normal,Independent House,2,Prestige,1122,3,2,Semi-Furnished,East,1-5 years,12.4,0,1,0,1,0,0,0,Tanker,Silk Institute,1.0,65528,294876,3,56,1,1,1,Any,32764
BLR-XPND-1127,Super built-up Area,07-Mar,Kanakapura Road,South,Normal,Apartment,1,Sobha,571,2,0,Fully Furnished,East,0-1 years,1.8,1,1,0,1,1,0,0,Cauvery + Borewell,Silk Institute,1.0,40800,163200,2,17,1,0,1,Any,20400
BLR-XPND-1128,Carpet Area,Ready To Move,Devanahalli,North,Cold,Apartment,2,Unknown,1404,2,3,Semi-Furnished,South,5-10 years,1.4,0,1,0,1,0,0,0,Borewell + Tanker,None,25.0,44650,133950,4,14,2,1,1,Veg Only,22325
BLR-XPND-1129,Super built-up Area,24-Mar,Malleshwaram,West,Normal,Apartment,2,Standalone,1556,2,3,Semi-Furnished,East,5-10 years,8.2,1,1,1,1,0,1,0,Cauvery,Mantri Square,0.5,114734,286835,4,46,1,1,1,Veg Only,57367
BLR-XPND-1130,Carpet Area,Ready To Move,Malleshwaram,West,Normal,Builder Floor,2,Brigade,1056,2,1,Semi-Furnished,South,1-5 years,14.2,0,1,0,1,0,0,0,Cauvery,Mantri Square,0.5,84314,337256,3,70,1,0,1,Veg Only,42157
BLR-XPND-1131,Super built-up Area,Ready To Move,JP Nagar,South,Normal,Apartment,2,Brigade,1092,3,1,Semi-Furnished,North-East,1-5 years,10.7,0,1,1,1,1,1,0,Borewell,JP Nagar,0.8,82024,287084,5,49,1,1,1,Any,41012
BLR-XPND-1132,Carpet Area,Ready To Move,Ulsoor,Central,Hot,Apartment,4,Brigade,2808,4,2,Unfurnished,West,10+ years,11.9,1,0,1,1,0,0,0,Borewell + Tanker,Ulsoor,0.4,221908,1109540,8,55,1,1,1,Veg Only,110954
BLR-XPND-1133,Super built-up Area,20-Apr,MG Road,Central,Hot,Apartment,1,Sobha,500,1,3,Semi-Furnished,North-East,1-5 years,2.9,1,1,0,1,0,0,0,Tanker,MG Road,0.2,66194,231679,6,17,2,0,1,Any,33097
BLR-XPND-1134,Built-up Area,Ready To Move,Ulsoor,Central,Hot,Apartment,1,Prestige,631,1,0,Semi-Furnished,South,10+ years,11.5,1,1,0,1,0,0,0,Borewell + Tanker,Ulsoor,0.4,55256,138140,9,54,1,0,1,Any,27628
BLR-XPND-1135,Built-up Area,27-Feb,Marathahalli,East,Normal,Independent House,2,Standalone,1106,3,1,Semi-Furnished,North,5-10 years,9.3,0,1,0,1,0,0,0,Borewell + Tanker,Kundalahalli,1.5,66120,198360,2,60,1,0,0,Any,33060
BLR-XPND-1136,Super built-up Area,Ready To Move,Vijayanagar,West,Normal,Apartment,3,Brigade,2328,4,2,Semi-Furnished,North-East,10+ years,0.9,1,1,1,1,0,0,0,Borewell,Vijayanagar,0.3,150244,600976,1,10,2,1,1,Any,75122
BLR-XPND-1137,Super built-up Area,Ready To Move,Yelahanka,North,Cold,Builder Floor,2,Mantri,1270,3,3,Semi-Furnished,West,0-1 years,1.7,0,1,0,1,0,0,0,Borewell + Tanker,Nagasandra,10.0,67656,304452,1,16,3,1,1,Any,33828
BLR-XPND-1138,Super built-up Area,Ready To Move,Rajajinagar,West,Normal,Apartment,2,Mantri,1548,2,3,Semi-Furnished,West,0-1 years,14.3,1,0,0,1,0,0,0,Cauvery + Borewell,Rajajinagar,0.4,134806,404418,2,64,1,1,1,Any,67403
BLR-XPND-1139,Super built-up Area,12-Mar,HSR Layout,South,Hot,Apartment,4,Brigade,2888,5,1,Semi-Furnished,North,0-1 years,6.5,1,1,1,1,0,0,1,Cauvery + Borewell,Bommanahalli,1.2,302034,1359153,4,33,1,1,1,Any,151017
BLR-XPND-1140,Super built-up Area,Ready To Move,Vijayanagar,West,Normal,Apartment,3,Brigade,2130,4,3,Unfurnished,West,1-5 years,10.5,0,1,0,1,0,0,0,Cauvery + Borewell,Vijayanagar,0.3,136728,478548,3,47,2,1,1,Any,68364
BLR-XPND-1141,Super built-up Area,08-Mar,Sarjapur Road,East,Normal,Apartment,2,Brigade,1502,2,0,Fully Furnished,West,5-10 years,11.5,1,1,1,1,1,1,1,Borewell + Tanker,Silk Board,4.0,109510,328530,4,67,1,1,1,Any,54755
BLR-XPND-1142,Carpet Area,Ready To Move,Ulsoor,Central,Hot,Builder Floor,2,Mantri,1138,2,0,Semi-Furnished,North,1-5 years,7.2,0,1,0,1,0,0,0,Tanker,Ulsoor,0.4,107314,429256,10,39,3,0,1,Any,53657
BLR-XPND-1143,Super built-up Area,Ready To Move,JP Nagar,South,Normal,Builder Floor,4,Mantri,2968,4,2,Semi-Furnished,South-East,0-1 years,9.9,0,1,0,1,0,0,0,Borewell,JP Nagar,0.8,235376,1176880,2,54,1,1,1,Any,117688
BLR-XPND-1144,Built-up Area,30-Apr,MG Road,Central,Hot,Apartment,2,Prestige,1008,3,2,Fully Furnished,East,10+ years,14.5,1,1,1,1,1,1,1,Borewell + Tanker,MG Road,0.2,141238,353095,9,68,2,1,1,Any,70619
BLR-XPND-1145,Built-up Area,Ready To Move,Marathahalli,East,Normal,Builder Floor,4,Mantri,2664,4,2,Semi-Furnished,South,1-5 years,10.1,0,1,0,1,0,0,1,Borewell + Tanker,Kundalahalli,1.5,189490,663215,4,54,3,0,1,Veg Only,94745
BLR-XPND-1146,Carpet Area,Ready To Move,Yelahanka,North,Cold,Independent House,3,Brigade,2394,3,1,Semi-Furnished,South-East,10+ years,4.8,0,0,0,1,0,1,1,Borewell + Tanker,Nagasandra,10.0,105956,317868,2,31,1,1,1,Any,52978
BLR-XPND-1147,Super built-up Area,Ready To Move,Anekal,South,Cold,Builder Floor,1,Sobha,681,2,2,Semi-Furnished,North-East,5-10 years,13.4,0,1,0,0,0,0,0,Cauvery,None,15.0,14850,44550,4,66,1,1,1,Any,7425
BLR-XPND-1148,Super built-up Area,Ready To Move,Marathahalli,East,Normal,Builder Floor,2,Mantri,1582,2,3,Unfurnished,North,10+ years,9.7,0,1,0,1,0,0,0,Borewell,Kundalahalli,1.5,91014,409563,3,48,2,1,0,Veg Only,45507
BLR-XPND-1149,Carpet Area,Ready To Move,HSR Layout,South,Hot,Apartment,1,Sobha,722,1,3,Unfurnished,North-East,1-5 years,12.6,1,0,0,1,0,0,0,Tanker,Bommanahalli,1.2,61424,307120,10,58,1,0,1,Any,30712
BLR-XPND-1150,Built-up Area,Ready To Move,Malleshwaram,West,Normal,Apartment,3,Sobha,2028,3,0,Unfurnished,North,5-10 years,13.4,0,1,0,1,0,0,0,Tanker,Mantri Square,0.5,136230,544920,4,60,2,1,1,Any,68115
BLR-XPND-1151,Carpet Area,23-Feb,JP Nagar,South,Normal,Apartment,4,Prestige,2824,5,1,Unfurnished,North-East,1-5 years,11.7,1,0,0,1,0,0,0,Cauvery + Borewell,JP Nagar,0.8,188134,470335,3,60,1,1,1,Any,94067
BLR-XPND-1152,Built-up Area,Ready To Move,Anekal,South,Cold,Apartment,3,Sobha,1572,3,3,Semi-Furnished,South-East,1-5 years,12.5,0,1,0,1,0,0,0,Borewell,None,15.0,37214,93035,4,56,1,1,1,Veg Only,18607
BLR-XPND-1153,Built-up Area,Ready To Move,Hoskote,East,Cold,Apartment,1,Sobha,634,1,1,Unfurnished,North-East,10+ years,0.7,0,1,0,1,0,0,0,Borewell,None,20.0,15726,78630,1,14,1,0,1,Any,7863
BLR-XPND-1154,Carpet Area,30-Apr,HSR Layout,South,Hot,Apartment,3,Standalone,1614,3,0,Fully Furnished,East,5-10 years,11.2,1,1,1,1,0,1,1,Tanker,Bommanahalli,1.2,151642,454926,7,50,1,1,1,Any,75821
BLR-XPND-1155,Built-up Area,18-Feb,JP Nagar,South,Normal,Apartment,2,Unknown,1448,2,2,Semi-Furnished,North,10+ years,2.4,1,0,0,1,0,0,0,Borewell,JP Nagar,0.8,91780,413010,1,14,1,1,1,Any,45890
BLR-XPND-1156,Super built-up Area,23-Feb,Banaswadi,East,Normal,Apartment,2,Mantri,1388,2,0,Semi-Furnished,West,10+ years,3.7,1,1,1,1,0,0,0,Borewell + Tanker,Baiyappanahalli,3.0,75826,379130,5,34,1,1,1,Any,37913
BLR-XPND-1157,Built-up Area,Ready To Move,Hebbal,North,Normal,Builder Floor,3,Unknown,2091,4,0,Semi-Furnished,West,10+ years,7.9,0,0,0,1,0,0,0,Tanker,Hebbal,0.3,143304,573216,1,44,3,1,1,Any,71652
BLR-XPND-1158,Built-up Area,01-May,Kanakapura Road,South,Normal,Apartment,1,Unknown,755,1,0,Semi-Furnished,North,0-1 years,14.3,0,0,0,1,1,0,1,Borewell,Silk Institute,1.0,49350,197400,4,67,1,0,1,Any,24675
BLR-XPND-1159,Super built-up Area,Ready To Move,Hoskote,East,Cold,Independent House,2,Mantri,1372,2,0,Unfurnished,East,5-10 years,13.5,0,1,0,1,0,0,0,Borewell,None,20.0,33292,99876,1,79,1,1,0,Any,16646
BLR-XPND-1160,Super built-up Area,12-Feb,Jayanagar,South,Normal,Builder Floor,2,Standalone,1194,2,0,Fully Furnished,North-East,0-1 years,0.6,0,0,0,1,1,1,1,Borewell,Jayanagar,0.4,130160,585720,4,7,3,1,1,Veg Only,65080
BLR-XPND-1161,Carpet Area,Ready To Move,Devanahalli,North,Cold,Apartment,1,Sobha,565,2,2,Fully Furnished,South-East,1-5 years,4.8,0,0,0,1,1,1,1,Borewell + Tanker,None,25.0,24750,111375,5,32,2,0,1,Any,12375
BLR-XPND-1162,Built-up Area,01-May,Jayanagar,South,Normal,Builder Floor,2,Mantri,1296,2,1,Unfurnished,North-East,5-10 years,7.5,0,0,0,1,0,0,0,Tanker,Jayanagar,0.4,94292,424314,5,44,3,1,1,Veg Only,47146
BLR-XPND-1163,Built-up Area,Ready To Move,Indiranagar,Central,Hot,Apartment,2,Sobha,1024,2,0,Semi-Furnished,South,5-10 years,7.1,1,1,1,1,0,0,0,Tanker,Indiranagar,0.5,103832,467244,10,42,1,1,1,Any,51916
BLR-XPND-1164,Carpet Area,28-Mar,Rajajinagar,West,Normal,Apartment,3,Unknown,1941,3,0,Semi-Furnished,South-East,5-10 years,13.7,0,0,1,1,0,1,1,Cauvery + Borewell,Rajajinagar,0.4,140130,630585,2,69,2,1,1,Veg Only,70065
BLR-XPND-1165,Super built-up Area,16-Feb,Jayanagar,South,Normal,Apartment,3,Prestige,1797,4,1,Unfurnished,North-East,0-1 years,9.0,1,1,0,1,0,0,0,Borewell,Jayanagar,0.4,148390,741950,2,45,1,1,1,Any,74195
BLR-XPND-1166,Super built-up Area,Ready To Move,MG Road,Central,Hot,Apartment,4,Unknown,2104,4,2,Semi-Furnished,South-East,5-10 years,5.6,1,1,0,1,0,0,0,Tanker,MG Road,0.2,250282,875987,4,30,2,1,1,Any,125141
BLR-XPND-1167,Carpet Area,Ready To Move,Rajajinagar,West,Normal,Apartment,2,Sobha,1574,2,0,Semi-Furnished,South-East,1-5 years,13.7,0,1,0,1,1,1,0,Tanker,Rajajinagar,0.4,121728,426048,1,64,2,1,1,Veg Only,60864
BLR-XPND-1168,Super built-up Area,Ready To Move,Marathahalli,East,Normal,Apartment,2,Brigade,1098,3,0,Semi-Furnished,South,10+ years,0.8,0,0,1,1,1,0,0,Borewell,Kundalahalli,1.5,64846,162115,2,23,1,1,1,Veg Only,32423
BLR-XPND-1169,Built-up Area,Ready To Move,Vijayanagar,West,Normal,Independent House,1,Mantri,616,1,3,Semi-Furnished,North,10+ years,5.7,0,1,0,1,0,0,0,Cauvery,Vijayanagar,0.3,37190,92975,1,35,1,1,1,Any,18595
BLR-XPND-1170,Carpet Area,Ready To Move,Yelahanka,North,Cold,Apartment,2,Mantri,1030,2,1,Semi-Furnished,North-East,5-10 years,13.2,0,1,0,1,0,0,0,Borewell,Nagasandra,10.0,43242,194589,5,59,1,1,1,Any,21621
BLR-XPND-1171,Carpet Area,Ready To Move,Vijayanagar,West,Normal,Builder Floor,2,Unknown,1086,2,2,Fully Furnished,South,1-5 years,7.2,0,1,0,1,1,1,1,Cauvery,Vijayanagar,0.3,84796,254388,5,41,1,1,1,Veg Only,42398
BLR-XPND-1172,Carpet Area,Ready To Move,Bannerghatta Road,South,Normal,Independent House,4,Mantri,2728,5,1,Fully Furnished,East,10+ years,14.4,0,1,0,1,1,1,1,Tanker,Gottigere,1.5,179276,896380,3,64,1,1,0,Any,89638
BLR-XPND-1173,Built-up Area,07-Apr,Electronic City,South,Normal,Apartment,3,Unknown,1704,3,2,Semi-Furnished,West,0-1 years,11.0,1,0,0,1,1,0,0,Tanker,Electronic City,0.5,102062,459279,1,49,1,1,1,Any,51031
BLR-XPND-1174,Carpet Area,Ready To Move,Jayanagar,South,Normal,Apartment,4,Sobha,3128,5,3,Semi-Furnished,North-East,5-10 years,2.5,1,1,0,1,0,0,0,Borewell,Jayanagar,0.4,242454,1091043,5,17,1,1,1,Veg Only,121227
BLR-XPND-1175,Carpet Area,Ready To Move,Bannerghatta Road,South,Normal,Apartment,4,Unknown,2080,5,3,Semi-Furnished,South-East,1-5 years,10.7,1,1,0,1,1,1,0,Tanker,Gottigere,1.5,135254,473389,1,55,2,1,1,Veg Only,67627
BLR-XPND-1176,Super built-up Area,Ready To Move,Devanahalli,North,Cold,Apartment,1,Brigade,693,1,0,Fully Furnished,North-East,10+ years,2.9,0,0,0,1,1,1,1,Borewell,None,25.0,26246,78738,4,17,2,0,1,Any,13123
BLR-XPND-1177,Carpet Area,21-Feb,Hoskote,East,Cold,Apartment,3,Unknown,1680,3,3,Semi-Furnished,South,1-5 years,1.3,0,1,0,0,0,0,0,Borewell + Tanker,None,20.0,48866,195464,2,23,1,1,1,Any,24433
BLR-XPND-1178,Super built-up Area,Ready To Move,Anekal,South,Cold,Builder Floor,1,Sobha,645,1,1,Fully Furnished,South,1-5 years,11.0,0,0,0,1,1,1,1,Tanker,None,15.0,18234,45585,2,54,2,0,0,Any,9117
BLR-XPND-1179,Super built-up Area,Ready To Move,Rajajinagar,West,Normal,Apartment,3,Mantri,2274,3,1,Fully Furnished,North-East,0-1 years,8.1,0,0,0,1,0,1,1,Cauvery,Rajajinagar,0.4,231522,926088,4,42,1,1,1,Veg Only,115761
BLR-XPND-1180,Built-up Area,Ready To Move,Yelahanka,North,Cold,Independent House,2,Brigade,1588,3,1,Fully Furnished,North,5-10 years,8.1,0,1,0,1,1,0,1,Borewell,Nagasandra,10.0,84126,294441,5,45,1,1,1,Any,42063
BLR-XPND-1181,Carpet Area,Ready To Move,Whitefield,East,Hot,Independent House,1,Prestige,799,2,3,Fully Furnished,West,1-5 years,4.2,0,1,0,1,1,1,1,Borewell + Tanker,Kadugodi,1.0,79162,237486,7,35,3,1,1,Veg Only,39581
BLR-XPND-1182,Built-up Area,18-Apr,Malleshwaram,West,Normal,Independent House,2,Mantri,1164,3,3,Semi-Furnished,North,1-5 years,6.8,0,1,0,1,0,1,1,Cauvery + Borewell,Mantri Square,0.5,91122,455610,5,33,2,0,0,Any,45561
BLR-XPND-1183,Built-up Area,01-Mar,Hoskote,East,Cold,Independent House,3,Standalone,1938,3,0,Semi-Furnished,South,5-10 years,5.7,0,1,0,1,0,0,0,Borewell + Tanker,None,20.0,50014,200056,1,52,1,0,0,Any,25007
BLR-XPND-1184,Super built-up Area,18-Apr,Yelahanka,North,Cold,Apartment,2,Unknown,1204,2,0,Fully Furnished,North-East,5-10 years,7.8,0,1,0,1,1,1,0,Borewell,Nagasandra,10.0,62626,219191,4,44,1,1,1,Any,31313
BLR-XPND-1185,Carpet Area,20-Apr,Electronic City,South,Normal,Apartment,3,Brigade,2382,4,3,Semi-Furnished,East,10+ years,12.1,0,0,0,1,0,0,0,Borewell,Electronic City,0.5,115478,288695,2,59,2,1,1,Any,57739
BLR-XPND-1186,Super built-up Area,Ready To Move,Malleshwaram,West,Normal,Builder Floor,2,Unknown,1408,2,2,Semi-Furnished,East,1-5 years,11.2,0,0,0,1,0,1,0,Borewell,Mantri Square,0.5,105836,317508,4,52,3,0,1,Any,52918
BLR-XPND-1187,Carpet Area,Ready To Move,Hebbal,North,Normal,Independent House,1,Mantri,554,2,0,Semi-Furnished,North-East,0-1 years,7.6,0,0,0,1,0,0,1,Borewell + Tanker,Hebbal,0.3,47158,117895,3,43,2,1,0,Any,23579
BLR-XPND-1188,Super built-up Area,01-Mar,Bannerghatta Road,South,Normal,Apartment,4,Brigade,2064,4,3,Unfurnished,North-East,10+ years,2.0,1,1,1,1,0,0,0,Cauvery + Borewell,Gottigere,1.5,103970,363895,5,18,2,1,1,Any,51985
BLR-XPND-1189,Super built-up Area,Ready To Move,Bannerghatta Road,South,Normal,Apartment,4,Mantri,2700,4,3,Semi-Furnished,East,10+ years,8.6,1,1,1,1,0,0,0,Tanker,Gottigere,1.5,148970,744850,2,45,1,1,1,Any,74485
BLR-XPND-1190,Built-up Area,17-Mar,Indiranagar,Central,Hot,Apartment,1,Brigade,755,2,2,Fully Furnished,North,10+ years,11.3,1,1,0,1,1,1,1,Borewell,Indiranagar,0.5,87100,391950,7,54,2,0,1,Veg Only,43550
BLR-XPND-1191,Built-up Area,Ready To Move,Indiranagar,Central,Hot,Independent House,2,Standalone,1358,2,1,Semi-Furnished,East,5-10 years,9.4,0,1,0,1,0,0,0,Borewell,Indiranagar,0.5,136330,477155,7,49,3,0,1,Any,68165
BLR-XPND-1192,Carpet Area,Ready To Move,Hoskote,East,Cold,Apartment,2,Prestige,1072,3,2,Semi-Furnished,East,10+ years,2.3,0,0,0,1,0,1,0,Borewell,None,20.0,29546,147730,1,26,2,1,1,Any,14773
BLR-XPND-1193,Super built-up Area,Ready To Move,Jayanagar,South,Normal,Apartment,1,Prestige,552,2,3,Semi-Furnished,North,0-1 years,6.9,1,1,0,1,0,1,0,Borewell,Jayanagar,0.4,51140,153420,3,34,1,0,1,Veg Only,25570
BLR-XPND-1194,Built-up Area,17-Apr,Banaswadi,East,Normal,Builder Floor,2,Brigade,1332,2,3,Semi-Furnished,South,1-5 years,9.8,0,1,0,1,0,0,1,Tanker,Baiyappanahalli,3.0,78386,195965,5,66,2,1,1,Any,39193
BLR-XPND-1195,Super built-up Area,Ready To Move,Hebbal,North,Normal,Independent House,2,Prestige,1158,2,0,Unfurnished,East,10+ years,14.2,0,1,0,1,0,0,0,Borewell + Tanker,Hebbal,0.3,76320,343440,4,68,2,0,1,Any,38160
BLR-XPND-1196,Super built-up Area,Ready To Move,Vijayanagar,West,Normal,Apartment,2,Sobha,1420,2,3,Semi-Furnished,West,10+ years,9.9,1,1,1,1,0,0,0,Tanker,Vijayanagar,0.3,86710,216775,3,52,2,1,1,Any,43355
BLR-XPND-1197,Built-up Area,10-Apr,Sarjapur Road,East,Normal,Apartment,1,Sobha,733,1,2,Unfurnished,North,0-1 years,10.9,1,1,0,1,0,0,0,Tanker,Silk Board,4.0,47236,118090,2,53,1,0,1,Any,23618
BLR-XPND-1198,Carpet Area,Ready To Move,Marathahalli,East,Normal,Apartment,2,Sobha,1510,2,3,Unfurnished,South,0-1 years,13.5,1,1,1,1,0,0,0,Borewell,Kundalahalli,1.5,104802,262005,2,72,2,1,1,Any,52401
BLR-XPND-1199,Built-up Area,Ready To Move,Yelahanka,North,Cold,Independent House,3,Prestige,2178,4,0,Unfurnished,South-East,1-5 years,2.8,0,1,0,1,0,0,0,Tanker,Nagasandra,10.0,97158,291474,3,16,3,0,0,Any,48579
BLR-XPND-1200,Carpet Area,Ready To Move,Banaswadi,East,Normal,Apartment,2,Prestige,1114,3,3,Semi-Furnished,North,10+ years,4.1,0,1,1,1,0,0,0,Tanker,Baiyappanahalli,3.0,62408,218428,1,41,1,1,1,Any,31204
BLR-XPND-1201,Super built-up Area,Ready To Move,Koramangala,South,Hot,Apartment,2,Unknown,1156,2,0,Fully Furnished,South-East,5-10 years,10.7,1,1,1,1,1,1,1,Cauvery,BTM Layout,2.5,126772,507088,7,55,2,1,1,Veg Only,63386
BLR-XPND-1202,Built-up Area,24-Apr,JP Nagar,South,Normal,Builder Floor,2,Sobha,1330,2,2,Semi-Furnished,North,1-5 years,13.3,0,1,0,1,1,0,0,Cauvery + Borewell,JP Nagar,0.8,92340,415530,2,67,2,0,0,Veg Only,46170
BLR-XPND-1203,Built-up Area,Ready To Move,Rajajinagar,West,Normal,Independent House,3,Standalone,2346,4,2,Unfurnished,North-East,0-1 years,13.2,0,1,0,1,0,0,0,Borewell,Rajajinagar,0.4,171736,858680,2,60,1,1,0,Any,85868
BLR-XPND-1204,Super built-up Area,Ready To Move,Bannerghatta Road,South,Normal,Apartment,2,Brigade,1262,3,1,Fully Furnished,South,10+ years,12.0,0,1,0,1,1,1,1,Cauvery + Borewell,Gottigere,1.5,85556,427780,3,53,2,1,1,Any,42778
